id,title,url,date
6434,"[NO QA] Revert ""Revert ""Ensures mini actions menu will disappear when attachment modal opens up""""",https://github.com/Expensify/App/pull/6434,2021-11-23
6431,"[NO QA] Revert ""Fix : Pressing Tab button in AddressSearch inputs""",https://github.com/Expensify/App/pull/6431,2021-11-23
6429,"[NO QA] Revert ""Ensures mini actions menu will disappear when attachment modal opens up""",https://github.com/Expensify/App/pull/6429,2021-11-23
6395,Revert signing of commits of OSBotify,https://github.com/Expensify/App/pull/6395,2021-11-22
6352,"Revert ""[No QA] Run CP workflow on macOS""",https://github.com/Expensify/App/pull/6352,2021-11-17
6350,"Revert ""[No QA] Ensure bundle version strings are compatible before auto-merging CP PR""",https://github.com/Expensify/App/pull/6350,2021-11-17
6313,"Revert ""Deep link to add secondary login in OldDot""",https://github.com/Expensify/App/pull/6313,2021-11-16
6161,"Revert ""Fix: back handler for Drawer""",https://github.com/Expensify/App/pull/6161,2021-11-01
4133,"Revert ""Merge pull request #4085 from Expensify/chirag-revert-3979""",https://github.com/Expensify/App/pull/4133,2021-11-16
6842,"Revert ""Remove create new workspace button from workspace settings""",https://github.com/Expensify/App/pull/6842,2021-12-20
6630,[CP STG] Revert WorkspaceBankAccount page changes,https://github.com/Expensify/App/pull/6630,2021-12-07
6615,"Revert ""unknown report check"" due to regression - unable to create group chats",https://github.com/Expensify/App/pull/6615,2021-12-07
7426,"Revert ""Separate report name and icon configuration from personal details""",https://github.com/Expensify/App/pull/7426,2022-01-26
7186,"Revert ""Options default style fix""",https://github.com/Expensify/App/pull/7186,2022-01-13
7939,"Revert ""Make push notifications navigate to the correct chat - iOS""",https://github.com/Expensify/App/pull/7939,2022-02-28
7933,"Revert ""feat: add image loading placeholder""",https://github.com/Expensify/App/pull/7933,2022-02-28
7631,"Revert ""Separate report name and icon configuration from personal details""",https://github.com/Expensify/App/pull/7631,2022-02-08
8412,Revert changes related to #7623,https://github.com/Expensify/App/pull/8412,2022-03-31
8242,"Revert ""[Feat] Add Image loading indicator""",https://github.com/Expensify/App/pull/8242,2022-03-20
8232,Revert remove hint,https://github.com/Expensify/App/pull/8232,2022-03-28
8191,"Revert ""[NoQA] Fix the new contributor PR comment""",https://github.com/Expensify/App/pull/8191,2022-03-16
8054,"Revert PR 8013, which introduced a bug",https://github.com/Expensify/App/pull/8054,2022-03-09
8448,Reg: Reverted Secure Input border style,https://github.com/Expensify/App/pull/8448,2022-04-01
8953,"Revert ""Keep focus on textinput field after pressing enter when button is disabled""",https://github.com/Expensify/App/pull/8953,2022-05-11
8952,"Revert ""Open old dot links with openOldDotLink() function""",https://github.com/Expensify/App/pull/8952,2022-05-12
8916,"Revert ""Updating navigation packages""",https://github.com/Expensify/App/pull/8916,2022-05-10
8912,"Revert ""trying different styles"" and updating react-navigation",https://github.com/Expensify/App/pull/8912,2022-05-10
8909,Revert 3 dots and change flex styles,https://github.com/Expensify/App/pull/8909,2022-05-10
8892,"Revert ""Commenting out the confimation modal to test something in staging.""",https://github.com/Expensify/App/pull/8892,2022-05-06
8571,Revert iOS Safari auto scrollback,https://github.com/Expensify/App/pull/8571,2022-05-06
9574,Revert to version 1.6.13 to fix actionlint regression,https://github.com/Expensify/App/pull/9574,2022-06-27
9378,"Revert ""[NO QA] Display report archived text in welcome message as well as footer""",https://github.com/Expensify/App/pull/9378,2022-06-10
9351,Revert a forgotten blurOnsubmit prop,https://github.com/Expensify/App/pull/9351,2022-06-08
9343,"Revert ""Fix resizes on image upload""",https://github.com/Expensify/App/pull/9343,2022-06-07
9284,"Revert ""Fix status bar color when a modal is open""",https://github.com/Expensify/App/pull/9284,2022-06-01
10129,"Revert ""Localize decimal separator""",https://github.com/Expensify/App/pull/10129,2022-07-27
10113,Revert Update Global Offline Indicator,https://github.com/Expensify/App/pull/10113,2022-07-26
10101,[No QA] Revert #9706. Rename file to `DeprecatedCustomActions.js` to prevent further editing,https://github.com/Expensify/App/pull/10101,2022-07-26
10096,"Revert ""7470 - added onLayout to textinput perent component & used dynamic he…""",https://github.com/Expensify/App/pull/10096,2022-07-26
9793,"Revert ""[No QA] Make temporary copies of moved javascript actions""",https://github.com/Expensify/App/pull/9793,2022-07-11
9785,"Revert ""[Prod QA] Fix CSP for statement frames on Desktop""",https://github.com/Expensify/App/pull/9785,2022-07-08
9690,"Revert ""Fix off-by-one error in scrollToIndex""",https://github.com/Expensify/App/pull/9690,2022-07-04
10588,"Revert ""Refactor ValidateLogin""",https://github.com/Expensify/App/pull/10588,2022-08-26
10479,Manually revert 10069,https://github.com/Expensify/App/pull/10479,2022-08-23
10389,"Revert ""[No QA] Use force-push to update staging and production""",https://github.com/Expensify/App/pull/10389,2022-08-15
10299,"Revert ""Smart banner issue""",https://github.com/Expensify/App/pull/10299,2022-08-08
10266,"Revert ""Start Using BeginSignIn command and remove obsolete API command calls""",https://github.com/Expensify/App/pull/10266,2022-08-05
10180,"Revert ""Revert ""Add in bad diff from staging""""",https://github.com/Expensify/App/pull/10180,2022-08-02
10177,"Revert ""Add in bad diff from staging""",https://github.com/Expensify/App/pull/10177,2022-08-02
11240,"Revert ""OptionsSelector - Migrate setNativeProps to state""",https://github.com/Expensify/App/pull/11240,2022-09-23
10979,"Revert ""Refactor withFullPolicy""",https://github.com/Expensify/App/pull/10979,2022-09-13
10920,"[No QA] Revert ""Toggle staging and production server api""",https://github.com/Expensify/App/pull/10920,2022-09-09
10908,"Partial revert of ""Use `window.location.href` for current URL""",https://github.com/Expensify/App/pull/10908,2022-09-08
10775,"Revert ""update react-native-svg version""",https://github.com/Expensify/App/pull/10775,2022-09-02
12176,"Revert ""Upgrade react-native-svg to 13.4.0""",https://github.com/Expensify/App/pull/12176,2022-10-27
12099,Onyx package revert,https://github.com/Expensify/App/pull/12099,2022-10-24
11909,"Revert ""Update handling so that Concierge link redirects to chat""",https://github.com/Expensify/App/pull/11909,2022-10-17
11702,"[No QA] Revert ""[Refactor] Use new API Command: VerifyIdentityForBankAccount""",https://github.com/Expensify/App/pull/11702,2022-10-10
11566,Revert changes implemented by issue 10973,https://github.com/Expensify/App/pull/11566,2022-10-06
13201,Revert filtering out workspaces with pending delete action,https://github.com/Expensify/App/pull/13201,2022-11-30
13184,"Revert ""Fix CSP console error when staging website is loaded""",https://github.com/Expensify/App/pull/13184,2022-11-30
13014,"Revert ""refactor navigation modal card styles""",https://github.com/Expensify/App/pull/13014,2022-11-24
13013,"[No QA] Revert ""Look at the platform to decide how to choose API""",https://github.com/Expensify/App/pull/13013,2022-11-24
13010,"Revert ""Merge pull request #12648 from margelo/@thomas/fast-image-cac…",https://github.com/Expensify/App/pull/13010,2022-11-24
12897,"Revert ""removed resetting the report fields to allow user to operate multiple actions on same popover""",https://github.com/Expensify/App/pull/12897,2022-11-21
12882,[NoQA] dummy change to be reverted so workflows run without approval,https://github.com/Expensify/App/pull/12882,2022-11-21
12722,Reverts elements from #12169,https://github.com/Expensify/App/pull/12722,2022-11-15
12718,"Revert ""workaround to hide blue border box on ReportActionItem""",https://github.com/Expensify/App/pull/12718,2022-11-15
12468,Revert PR11313,https://github.com/Expensify/App/pull/12468,2022-11-04
12398,"Revert ""[NO-QA] Temporarily remove turnstyle action to test workflow""",https://github.com/Expensify/App/pull/12398,2022-11-02
12336,[CP Staging] Revert PR 11907 which introduced missing FAB bug,https://github.com/Expensify/App/pull/12336,2022-11-01
13758,"Revert ""Use Onyx.clear to preserve state when logging out""",https://github.com/Expensify/App/pull/13758,2022-12-21
13707,"Revert ""Load pdfjs webworker script from source""",https://github.com/Expensify/App/pull/13707,2022-12-19
13482,"Revert ""fix composer hidden while loading messages""",https://github.com/Expensify/App/pull/13482,2022-12-09
13407,"Revert ""Display banner to enable 2FA when setting up VBBA""",https://github.com/Expensify/App/pull/13407,2022-12-07
13271,Revert PR 13187 to resolve checkbox bug,https://github.com/Expensify/App/pull/13271,2022-12-02
13230,"Revert ""fix: 11584 web jump to unread message""",https://github.com/Expensify/App/pull/13230,2022-12-08
14484,"Revert ""[No QA] Filter out reportActionID-keyed Onyx updates""",https://github.com/Expensify/App/pull/14484,2023-01-23
13970,"[No QA] Revert ""Update CODEOWNERS so that we don't accidentally deploy a new version of react-native-onyx""",https://github.com/Expensify/App/pull/13970,2023-01-04
13625,"Revert ""Check hasOutstandingIOU in money requests""",https://github.com/Expensify/App/pull/13625,2023-01-03
13304,[Image][Performance] Fast Image with Auth Token Header Caching (revert follow-up),https://github.com/Expensify/App/pull/13304,2023-01-17
15563,"Revert ""replace onModalHide with onDismiss for the web""",https://github.com/Expensify/App/pull/15563,2023-02-28
15498,"Revert ""Revert ""replace onModalHide with onDismiss for the web""""",https://github.com/Expensify/App/pull/15498,2023-02-25
15495,"Revert ""replace onModalHide with onDismiss for the web""",https://github.com/Expensify/App/pull/15495,2023-02-24
15417,"Revert ""Open a test tools modal with 5 taps on dev""",https://github.com/Expensify/App/pull/15417,2023-02-23
15334,"Revert ""Don't show empty chat""",https://github.com/Expensify/App/pull/15334,2023-02-22
15217,"Revert ""Conditionally require password for adding a debit card""",https://github.com/Expensify/App/pull/15217,2023-02-16
14826,Revert 'fix: Timezone changes to some 1st option in the list while pressing the enter key',https://github.com/Expensify/App/pull/14826,2023-02-03
14777,[No QA] Revert linking to workflow run using upstream feature,https://github.com/Expensify/App/pull/14777,2023-02-03
14029,"Fix and Revert ""Revert ""Display banner to enable 2FA when setting up VBBA""""",https://github.com/Expensify/App/pull/14029,2023-02-02
16659,"Revert ""Emoji search on mobile""",https://github.com/Expensify/App/pull/16659,2023-03-29
16559,"Revert ""Make optimistic reportActions appear last""",https://github.com/Expensify/App/pull/16559,2023-03-27
15823,[NO QA] Revert https://github.com/Expensify/App/pull/15589/files,https://github.com/Expensify/App/pull/15823,2023-03-10
15771,"Revert ""Make status bar transparent on android""",https://github.com/Expensify/App/pull/15771,2023-03-09
15761,"Revert ""Show all Expensify logins in Contact Methods page & view each in new Contact Method Details page""",https://github.com/Expensify/App/pull/15761,2023-03-09
15727,"[No QA] Revert ""Fix the content-type for AASA""",https://github.com/Expensify/App/pull/15727,2023-03-07
15678,"Revert ""[Staging API] To Use Staging Server or not to use staging server""",https://github.com/Expensify/App/pull/15678,2023-03-06
15606,"[No QA] Revert ""Revert ""Fix miss-matched SMS email suffix on sign in page""""",https://github.com/Expensify/App/pull/15606,2023-03-02
15604,"Revert ""Fix miss-matched SMS email suffix on sign in page""",https://github.com/Expensify/App/pull/15604,2023-03-02
18100,"Revert ""[PhoneNumber Verification] Display only valid numbers in user search.""",https://github.com/Expensify/App/pull/18100,2023-04-27
17970,"Revert ""Fix: No notification on web if window is not active""",https://github.com/Expensify/App/pull/17970,2023-04-25
17739,"Revert ""Merge pull request #17321 from allroundexperts/fix-16521""",https://github.com/Expensify/App/pull/17739,2023-04-20
17697,"Revert ""Use local SVG for concierge icon""",https://github.com/Expensify/App/pull/17697,2023-04-20
17618,"Revert ""Merge pull request #17310 from akinwale/task-16946""",https://github.com/Expensify/App/pull/17618,2023-04-18
17592,"Revert ""Allow keyboard shortcuts to work on native devices""",https://github.com/Expensify/App/pull/17592,2023-04-18
17475,Revert: 17138 17360 listen keydown from user,https://github.com/Expensify/App/pull/17475,2023-04-17
19680,Reverting EmojiPicker Animation,https://github.com/Expensify/App/pull/19680,2023-05-29
19574,"Revert ""[No QA] Fix pod cache logic""",https://github.com/Expensify/App/pull/19574,2023-05-25
19402,"Revert ""fix: double click compose box and select placeholder""",https://github.com/Expensify/App/pull/19402,2023-05-22
19021,"Revert ""Fix/large images android""",https://github.com/Expensify/App/pull/19021,2023-05-18
18948,"Revert ""[No QA] Use Ping endpoint for internet reachability instead of API root""",https://github.com/Expensify/App/pull/18948,2023-05-15
18705,"Revert ""Fix: Red dot persists after removing phone number contact method""",https://github.com/Expensify/App/pull/18705,2023-05-10
18490,"Revert ""[No QA] 17885 custom user mentions renderer""",https://github.com/Expensify/App/pull/18490,2023-05-05
18430,"Revert ""fix add reaction icon position changed when user add emoji""",https://github.com/Expensify/App/pull/18430,2023-05-04
18380,"Revert ""Fix:  Copying the messages and marking a message in between as unread generates 'new' in the text""",https://github.com/Expensify/App/pull/18380,2023-05-03
18360,"Revert ""Fix for: Web - Triple clicking an edited message select’s the (edited) label along with the actual message""",https://github.com/Expensify/App/pull/18360,2023-05-03
21240,"[NoQA] Revert ""Show the Copilot details if a delegate is set in a report action""",https://github.com/Expensify/App/pull/21240,2023-06-21
20938,"Revert ""fix: add background to share code avatar""",https://github.com/Expensify/App/pull/20938,2023-06-16
20784,[No QA] Revert pod cache,https://github.com/Expensify/App/pull/20784,2023-06-14
20753,Personal details list migration: revert fallback for getDisplayNameForParticipant,https://github.com/Expensify/App/pull/20753,2023-06-14
20695,"Revert ""fix: offline deleted heading styles and link padding""",https://github.com/Expensify/App/pull/20695,2023-06-13
20677,"Revert ""Migrate SignInPage to functional component""",https://github.com/Expensify/App/pull/20677,2023-06-13
20331,"Revert ""[No QA] Use macos-13 runners for desktop builds""",https://github.com/Expensify/App/pull/20331,2023-06-06
20220,Revert PERSONAL_DETAILS_LIST Onyx changes,https://github.com/Expensify/App/pull/20220,2023-06-05
20104,[No QA]Revert Ubuntu large runner testing,https://github.com/Expensify/App/pull/20104,2023-06-02
20029,"Revert ""[No QA]Speed up deploys by turning on large runners""",https://github.com/Expensify/App/pull/20029,2023-06-02
19948,[NoQA] refactor: revert danger,https://github.com/Expensify/App/pull/19948,2023-06-01
23759,"Revert ""Bump Reanimated to 3.4.0""",https://github.com/Expensify/App/pull/23759,2023-07-27
23588,"Revert ""Convert Date Picker to Functional Component""",https://github.com/Expensify/App/pull/23588,2023-07-25
23551,"[CP Staging] Revert ""fix remove only first request""",https://github.com/Expensify/App/pull/23551,2023-07-25
23518,"Revert ""fix <21137>: fixed cursor reset to beginning""",https://github.com/Expensify/App/pull/23518,2023-07-25
23313,Fix: Report Action revert on flag `approved` decision,https://github.com/Expensify/App/pull/23313,2023-07-26
23295,"Revert ""Apple sign-in""",https://github.com/Expensify/App/pull/23295,2023-07-20
23243,"Revert ""fix: The title field is cleared when the Confirm task button is pressed""",https://github.com/Expensify/App/pull/23243,2023-07-20
23155,Revert Android app name to 'New Expensify',https://github.com/Expensify/App/pull/23155,2023-07-19
23085,Revert PR 22752 to fix text selection regression,https://github.com/Expensify/App/pull/23085,2023-07-18
23037,"Revert ""Hide muted chats from LHN""",https://github.com/Expensify/App/pull/23037,2023-07-18
22845,"Revert ""22803 - Pasting text or link in edit message pastes the text or link in main compose box""",https://github.com/Expensify/App/pull/22845,2023-07-13
22779,"Revert ""Update version to 1.3.40-0""",https://github.com/Expensify/App/pull/22779,2023-07-13
22541,"[NO QA] Revert ""Release pending versions before submitting a new version for review""",https://github.com/Expensify/App/pull/22541,2023-07-10
22407,Revert the ability to search a report by participant accountID,https://github.com/Expensify/App/pull/22407,2023-07-10
22303,"Revert ""Remove all uses of  `actorEmail` as part of personalDetails migration""",https://github.com/Expensify/App/pull/22303,2023-07-05
22124,"Revert ""fix: add outline to checkbox when focused via button""",https://github.com/Expensify/App/pull/22124,2023-07-03
21865,revert usage of InteractionManager in Modal,https://github.com/Expensify/App/pull/21865,2023-07-06
26211,"Revert ""Fix different grayness levels on parent and child messages.""",https://github.com/Expensify/App/pull/26211,2023-08-29
25963,"[NoQA] Revert ""Fixing the race condition on `history.go` due to buggy queue async callbacks""",https://github.com/Expensify/App/pull/25963,2023-08-25
25781,"Revert ""fix: revalidate upon input and refocus if error occurs""",https://github.com/Expensify/App/pull/25781,2023-08-23
25724,"Revert ""Merge pull request #24544 from eh2077/21527-fix-sync-draft-and-edit-status-of-thread-first-chat""",https://github.com/Expensify/App/pull/25724,2023-08-22
25506,"Revert ""Revert ""Integrate Mapbox in App"""" (i.e. bring the original PR back)",https://github.com/Expensify/App/pull/25506,2023-08-18
25492,"Revert ""Integrate Mapbox in App""",https://github.com/Expensify/App/pull/25492,2023-08-18
25424,Revert hotfix: Move again to avoid listener still active,https://github.com/Expensify/App/pull/25424,2023-08-17
24551,fix workspace avatar shows U before reverting to actual avatar in IOU view,https://github.com/Expensify/App/pull/24551,2023-08-16
24467,Revert back to using policyIDList instead of the last modified map when reconnecting the App,https://github.com/Expensify/App/pull/24467,2023-08-14
24373,"Revert ""fix: 23369 back button navigation fixed for ondify steps""",https://github.com/Expensify/App/pull/24373,2023-08-10
24347,[NO QA] revert changes from PRs 23306/23780,https://github.com/Expensify/App/pull/24347,2023-08-10
24333,"Revert ""hide mark ask unread with read message""",https://github.com/Expensify/App/pull/24333,2023-08-09
24240,"Revert ""Remove shouldRetry and canCancel now that deprecatedAPI is gone""",https://github.com/Expensify/App/pull/24240,2023-08-08
24213,Fix red dot is not cleared after close add message error and revert last message when the add message fails,https://github.com/Expensify/App/pull/24213,2023-08-09
24060,"Revert ""Use installation token for OS Botify""",https://github.com/Expensify/App/pull/24060,2023-08-02
24025,"Revert ""fix: show main composer when there is no focused draft""",https://github.com/Expensify/App/pull/24025,2023-08-01
24003,[CP Staging] [Revert] Perf/onyx upgrade use cache directly,https://github.com/Expensify/App/pull/24003,2023-08-01
28307,"[No QA] Revert ""Prevent nested timezone setting""",https://github.com/Expensify/App/pull/28307,2023-09-27
28229,Revert PR 27340,https://github.com/Expensify/App/pull/28229,2023-09-28
28208,"Revert ""Fix/27383: Prevent request money if empty waypoint""",https://github.com/Expensify/App/pull/28208,2023-09-26
28117,chore: revert pull 27369 changes,https://github.com/Expensify/App/pull/28117,2023-09-26
27798,"[CP Staging] revert: ""fix: 26178 Context menu does not close after user goes to the previous page""",https://github.com/Expensify/App/pull/27798,2023-09-20
27793,"[CP Staging] Revert ""Link Request Money not work""",https://github.com/Expensify/App/pull/27793,2023-09-19
27559,"Revert ""Add focus trap to the RHP""",https://github.com/Expensify/App/pull/27559,2023-09-18
27504,[NO QA] Revert PR 24588,https://github.com/Expensify/App/pull/27504,2023-09-15
27476,"Revert ""Convert SearchPage to functional component""",https://github.com/Expensify/App/pull/27476,2023-09-18
27301,"Revert ""Fix: Keyboard shouldn't be active/enabled automatically for request details""",https://github.com/Expensify/App/pull/27301,2023-09-12
27300,"Revert ""26121-remove-domain-name""",https://github.com/Expensify/App/pull/27300,2023-09-12
27177,"Revert ""Android App Notification Logo Update""",https://github.com/Expensify/App/pull/27177,2023-09-11
26493,"[CP Staging] Revert ""Allow user to get current location""",https://github.com/Expensify/App/pull/26493,2023-09-01
30532,"Revert ""[Form Provider Refactor] RoomNameInput""",https://github.com/Expensify/App/pull/30532,2023-10-27
30512,"[CP Staging] Revert optimization on image, ignore in the future",https://github.com/Expensify/App/pull/30512,2023-10-27
30403,"Revert ""Amount changing to zero when editing it by going back in spli…",https://github.com/Expensify/App/pull/30403,2023-10-26
30113,"Revert ""[Internal QA] Skip rendering content for pay action on non-send money flow""",https://github.com/Expensify/App/pull/30113,2023-10-20
30110,"Revert ""feat: migrate KYCWall class component to functional""",https://github.com/Expensify/App/pull/30110,2023-10-20
30040,"Revert ""Update LHN/chat header to handle displayName not being set""",https://github.com/Expensify/App/pull/30040,2023-10-20
29893,revert: from empty string to null,https://github.com/Expensify/App/pull/29893,2023-10-19
29889,"Revert ""Feat: Remove moment from datepicker""",https://github.com/Expensify/App/pull/29889,2023-10-18
29844,"[CP Staging] Revert ""Remove `withNavigationFallback.js` HOC""",https://github.com/Expensify/App/pull/29844,2023-10-18
29833,"Revert ""webfix/27090 In Header Workspace, members are not shown.""",https://github.com/Expensify/App/pull/29833,2023-10-17
29784,"Revert ""Fix navigation breaks on opening search page after reloading the attachment""",https://github.com/Expensify/App/pull/29784,2023-10-18
29728,"Revert ""[NoQA] Temporarily update the getPreviousVeriosn to skip over missing tag""",https://github.com/Expensify/App/pull/29728,2023-10-17
29706,[CP Staging] Revert PR 28278,https://github.com/Expensify/App/pull/29706,2023-10-16
29663,"Revert ""fix: remove unnecessary dependency""",https://github.com/Expensify/App/pull/29663,2023-10-17
29576,"[CP Staging] [No QA] Revert ""Add `DateTimeFormat` polyfill""",https://github.com/Expensify/App/pull/29576,2023-10-14
29413,Revert to previous token for issues temporarily,https://github.com/Expensify/App/pull/29413,2023-10-12
29355,"[NoQA] Revert ""Testing deploy changes""",https://github.com/Expensify/App/pull/29355,2023-10-12
29233,"Revert ""[NoQA] Reattempt using OSBotify installation token in actions""",https://github.com/Expensify/App/pull/29233,2023-10-10
29189,"Revert ""Fix unread marker showing double lines on task comment""",https://github.com/Expensify/App/pull/29189,2023-10-10
29126,"Revert ""Initial fix""",https://github.com/Expensify/App/pull/29126,2023-10-09
29106,"[CP Staging] Revert ""fix: 26657 Another error message for a short time when opening archived chat from search bar""",https://github.com/Expensify/App/pull/29106,2023-10-09
28955,"[CP Staging] Revert ""Merge pull request #27836 from Expensify/dangrous-roomwelcomemessages""",https://github.com/Expensify/App/pull/28955,2023-10-05
28929,"[CP Staging] Revert ""fix: use the same sort order for header display names and avatars in a group chat view""",https://github.com/Expensify/App/pull/28929,2023-10-05
28794,"[CP Staging] Revert ""Handle suggestions only on selection change""",https://github.com/Expensify/App/pull/28794,2023-10-04
28677,"Revert ""fix: Refocus issue on address field on delete and cancel""",https://github.com/Expensify/App/pull/28677,2023-10-04
28673,"[CP Staging] Revert ""Fix: User experienced big delay when posting the messages""",https://github.com/Expensify/App/pull/28673,2023-10-03
28642,"[CP Staging] Revert ""Hoverable component refactored from class into functional approach""",https://github.com/Expensify/App/pull/28642,2023-10-02
28612,"Revert ""Reattempt using OSBotify installation token in actions""",https://github.com/Expensify/App/pull/28612,2023-10-02
28611,"[CP Staging] Revert ""Blur Magic Code input when click outside""",https://github.com/Expensify/App/pull/28611,2023-10-02
32191,"Revert ""Show merchant for split bill""",https://github.com/Expensify/App/pull/32191,2023-11-29
32138,"Revert ""[Form Provider Refactor] IdologyQuestions""",https://github.com/Expensify/App/pull/32138,2023-11-28
31911,[CP Staging] revert optimistic receipt errors,https://github.com/Expensify/App/pull/31911,2023-11-27
31860,"Revert ""fix: fix lhn previews""",https://github.com/Expensify/App/pull/31860,2023-11-24
31852,"[CP Stag] Revert ""Fix 29806: code paste bug on private note""",https://github.com/Expensify/App/pull/31852,2023-11-24
31851,revert ref forwarding logic in CheckboxWithLabel,https://github.com/Expensify/App/pull/31851,2023-11-28
31825,"Revert ""[NoQA] change ressure perf test workflow""",https://github.com/Expensify/App/pull/31825,2023-11-24
31743,"Revert ""Refactor save method in PersistedRequests""",https://github.com/Expensify/App/pull/31743,2023-11-22
31738,"Revert ""Add focus trap to the RHP (v2)""",https://github.com/Expensify/App/pull/31738,2023-11-22
31701,Revert 25521,https://github.com/Expensify/App/pull/31701,2023-11-29
31642,"[NO QA] Revert ""Migrate LHNOptionsList to Flashlist""",https://github.com/Expensify/App/pull/31642,2023-11-21
31601,Revert https://github.com/Expensify/App/pull/21298,https://github.com/Expensify/App/pull/31601,2023-11-21
31547,[NO QA] Revert PR 30679,https://github.com/Expensify/App/pull/31547,2023-11-20
