id,title,url,merged_at
2095,Add IOU badge to report row and header,https://github.com/Expensify/App/pull/2095,2021-03-29
2093,Updating ecash referer,https://github.com/Expensify/App/pull/2093,2021-03-30
2091,[No QA] Add QA steps to the pull request template,https://github.com/Expensify/App/pull/2091,2021-03-26
2087,Don't deploy staging when StagingDeployCash is locked,https://github.com/Expensify/App/pull/2087,2021-03-26
2086,Merge all IOU data in one swoop,https://github.com/Expensify/App/pull/2086,2021-03-25
2085,Add ability to zoom images on web/desktop,https://github.com/Expensify/App/pull/2085,2021-03-29
2083,[No QA]Update readme to include link for updating encrypted secrets,https://github.com/Expensify/App/pull/2083,2021-03-27
2081,Update appstore profile,https://github.com/Expensify/App/pull/2081,2021-03-25
2076,Expand swipe area for MainDrawerNavigator,https://github.com/Expensify/App/pull/2076,2021-03-25
2075,Implement library to format time/dates for international users.,https://github.com/Expensify/App/pull/2075,2021-03-26
2074,Close Keyboard on iOS/Android using Swipeable View,https://github.com/Expensify/App/pull/2074,2021-03-29
2064,Create separate build configuration for staging,https://github.com/Expensify/App/pull/2064,2021-03-25
2060,"Deploy Android, Web and Desktop to staging and production",https://github.com/Expensify/App/pull/2060,2021-03-24
2059,fixed user's own message is `unread` on different plaforms ,https://github.com/Expensify/App/pull/2059,2021-03-26
2056,Tooltip modifications,https://github.com/Expensify/App/pull/2056,2021-03-25
2052,Setup deep links for iOS / Android,https://github.com/Expensify/App/pull/2052,2021-03-25
2044,fixed tooltip shows up on Mobile Web while navigating the reports,https://github.com/Expensify/App/pull/2044,2021-03-24
2040,Ensure we're always including timezone in myPersonalDetails,https://github.com/Expensify/App/pull/2040,2021-03-25
2033,Update issue template to include slack invite email,https://github.com/Expensify/App/pull/2033,2021-03-25
2032,Focus compose box when LHN report clicked,https://github.com/Expensify/App/pull/2032,2021-03-24
2026,make terms smaller on sign in page,https://github.com/Expensify/App/pull/2026,2021-03-24
2024,Make iOS update commands run in sequence instead of all at once,https://github.com/Expensify/App/pull/2024,2021-03-24
2020,[No QA] Ensure automerge PRs are not included in StagingDeployCash,https://github.com/Expensify/App/pull/2020,2021-03-31
2015, Updated LHN layout in GSD Priority Mode,https://github.com/Expensify/App/pull/2015,2021-03-26
2010,Fixed moving cursor to end problem except IOUAmountPage,https://github.com/Expensify/App/pull/2010,2021-03-24
2001,Fix width of report header on mobile web,https://github.com/Expensify/App/pull/2001,2021-03-23
1998,Update CLA to not lock pull requests after merge,https://github.com/Expensify/App/pull/1998,2021-03-23
1995,"Due to Fastlane error, skip beta rollout temporarily",https://github.com/Expensify/App/pull/1995,2021-03-22
1994,Update Onyx version,https://github.com/Expensify/App/pull/1994,2021-03-23
1984,Remove flag that is causing iOS to fail to upload,https://github.com/Expensify/App/pull/1984,2021-03-22
1981,Temporarily hide incomplete IOU modal,https://github.com/Expensify/App/pull/1981,2021-03-22
1979,fixed Sidebar theme,https://github.com/Expensify/App/pull/1979,2021-03-23
1974,Hax contributor updates,https://github.com/Expensify/App/pull/1974,2021-03-22
1973,Update app modal design refactor,https://github.com/Expensify/App/pull/1973,2021-03-23
1972,[No QA] Update expensify-common hash,https://github.com/Expensify/App/pull/1972,2021-03-22
1971,Add terms to signin/settings pages,https://github.com/Expensify/App/pull/1971,2021-03-23
1969,Introduce translations and translate library for internationalization,https://github.com/Expensify/App/pull/1969,2021-03-23
1966,Update User_UploadAvatar to take in a file instead of a base64 image,https://github.com/Expensify/App/pull/1966,2021-03-24
1960,Fix modal closing animation on web/desktop,https://github.com/Expensify/App/pull/1960,2021-03-24
1959,Skip staging deploy if StagingDeployCash is locked,https://github.com/Expensify/App/pull/1959,2021-03-19
1953,Update fastlane to 2.178,https://github.com/Expensify/App/pull/1953,2021-03-19
1952,Fix automerge race condition again,https://github.com/Expensify/App/pull/1952,2021-03-19
1948,Move ReportActionContextMenu up for grouped ReportActionItems,https://github.com/Expensify/App/pull/1948,2021-03-19
1947,[E.cash] - Updated Lodash Dependency to Fix Vulnerability,https://github.com/Expensify/App/pull/1947,2021-03-24
1945,Fix race condition with automerge and lockDeploys workflow,https://github.com/Expensify/App/pull/1945,2021-03-19
1939,Add link to issue template to enforce linking back to Expensify/Expensify if relevant ,https://github.com/Expensify/App/pull/1939,2021-03-22
1938,Create lockDeploys workflow,https://github.com/Expensify/App/pull/1938,2021-03-19
1932,Skip mobile staging deploys for production releases,https://github.com/Expensify/App/pull/1932,2021-03-19
1931,Rename profile page to details page,https://github.com/Expensify/App/pull/1931,2021-03-23
1921,Update commit hash of softprops/action-gh-release action,https://github.com/Expensify/App/pull/1921,2021-03-19
1901,Give github token to getReleasePullRequestList,https://github.com/Expensify/App/pull/1901,2021-03-19
1894,Fix typo in deployProduction job,https://github.com/Expensify/App/pull/1894,2021-03-18
1893,Update internal dev partnerID and password,https://github.com/Expensify/App/pull/1893,2021-03-19
1876,Split finishReleaseCycle into two jobs,https://github.com/Expensify/App/pull/1876,2021-03-18
1873,Announce in Slack if automerge fails because PR is not mergeable,https://github.com/Expensify/App/pull/1873,2021-03-18
1869,Move UpdateStagingDeployCash to after when tags are pushed,https://github.com/Expensify/App/pull/1869,2021-03-18
1868,Skip automerge on random PRs,https://github.com/Expensify/App/pull/1868,2021-03-18
1866,Fix typos in automerge and finishReleaseCycle workflows,https://github.com/Expensify/App/pull/1866,2021-03-18
1863,Send the proper comment to the API when adding comments,https://github.com/Expensify/App/pull/1863,2021-03-19
1862,Update CONTRIBUTING.md,https://github.com/Expensify/App/pull/1862,2021-03-19
1861,Auto-retry cocoapods installation,https://github.com/Expensify/App/pull/1861,2021-03-19
1859,Create production release,https://github.com/Expensify/App/pull/1859,2021-03-18
1858,Create finishReleaseCycle workflow,https://github.com/Expensify/App/pull/1858,2021-03-18
1852,Fix typo in automerge workflow,https://github.com/Expensify/App/pull/1852,2021-03-18
1849,Add emojis in dummy PR to retest PR #1848,https://github.com/Expensify/App/pull/1849,2021-03-17
1848,Move deploy to staging back to preDeploy for race condition,https://github.com/Expensify/App/pull/1848,2021-03-17
1847,Create GH Action to reliably determine mergeability,https://github.com/Expensify/App/pull/1847,2021-03-17
1840,Undo revert of clean staging PR check,https://github.com/Expensify/App/pull/1840,2021-03-17
1833,make entire row clickable,https://github.com/Expensify/App/pull/1833,2021-03-17
1828,Add TODO comment in dummy PR to retrigger E.cash deploys,https://github.com/Expensify/App/pull/1828,2021-03-17
1827,Make automerge workflows trigger deploys,https://github.com/Expensify/App/pull/1827,2021-03-17
1824,Don't require clean mergeable state,https://github.com/Expensify/App/pull/1824,2021-03-17
1821,Echo cla actor,https://github.com/Expensify/App/pull/1821,2021-03-17
1817,Dummy PR to retest deploys,https://github.com/Expensify/App/pull/1817,2021-03-17
1816,Skip CLA for pull requests where OSBotify is the author,https://github.com/Expensify/App/pull/1816,2021-03-17
1812,Remove wildcard array mapping of label to name,https://github.com/Expensify/App/pull/1812,2021-03-17
1810,Use workflow if instead of bash if,https://github.com/Expensify/App/pull/1810,2021-03-17
1809,Make OSBotify perform the automerge,https://github.com/Expensify/App/pull/1809,2021-03-16
1808,Don't run CLA workflow twice,https://github.com/Expensify/App/pull/1808,2021-03-17
1806,"Don't skip all actions on version update PRs, because it also skips automerge",https://github.com/Expensify/App/pull/1806,2021-03-16
1804,Create dummy PR to retest deploys,https://github.com/Expensify/App/pull/1804,2021-03-16
1803,Remove bottom border from modals,https://github.com/Expensify/App/pull/1803,2021-03-17
1802,Set up two more jobs to handle staging and production cases for automerge workflow,https://github.com/Expensify/App/pull/1802,2021-03-16
1797,Give isVersionBumpPR step an ID,https://github.com/Expensify/App/pull/1797,2021-03-16
1795,Fix contains usage in GH Actions to unbreak deploys,https://github.com/Expensify/App/pull/1795,2021-03-16
1794,Fix typo in contains,https://github.com/Expensify/App/pull/1794,2021-03-16
1791,Update expensify-common hash for link fixes,https://github.com/Expensify/App/pull/1791,2021-03-16
1790,Fix /r/undefined issue,https://github.com/Expensify/App/pull/1790,2021-03-17
1788,Make the 2FA keyboard numeric on mobile.,https://github.com/Expensify/App/pull/1788,2021-03-19
1787,Request manual review of automerge PR if there is a merge conflict,https://github.com/Expensify/App/pull/1787,2021-03-16
1786,Prevent sleep timer from running on native platforms,https://github.com/Expensify/App/pull/1786,2021-03-22
1785,Persist IOU data in Onyx,https://github.com/Expensify/App/pull/1785,2021-03-19
1784,Improve comments and also test new GitHub action functionality,https://github.com/Expensify/App/pull/1784,2021-03-15
1783,Darken FAB color when active so it looks better on white backgrounds,https://github.com/Expensify/App/pull/1783,2021-03-16
1782,Make deployStaging a separate job in preDeploy workflow,https://github.com/Expensify/App/pull/1782,2021-03-16
1781,Only update lastMessageText from pusher event from other users,https://github.com/Expensify/App/pull/1781,2021-03-16
1780,Focus compose field when modal dismissed,https://github.com/Expensify/App/pull/1780,2021-03-16
1779,Add isStagingDeployLockedTest for GitHub action,https://github.com/Expensify/App/pull/1779,2021-03-15
1777,Fix clientEvents that are causing reconnection attempts,https://github.com/Expensify/App/pull/1777,2021-03-15
1776,Remove slack notifications for QA,https://github.com/Expensify/App/pull/1776,2021-03-23
1771,Fix react navigation issues with IOUModal,https://github.com/Expensify/App/pull/1771,2021-03-15
1770,[User Settings] Add new Change Password view,https://github.com/Expensify/App/pull/1770,2021-03-18
1768,Create IOU Amount step,https://github.com/Expensify/App/pull/1768,2021-03-18
1767,[User Settings] Add new Profile view,https://github.com/Expensify/App/pull/1767,2021-03-23
1766,Add app menu item for updating,https://github.com/Expensify/App/pull/1766,2021-03-17
1763,Remove duplicate branch bug for staging,https://github.com/Expensify/App/pull/1763,2021-03-13
1761,Use NEW_DEPLOY_BLOCKERS instead of NEW_PULL_REQUESTS,https://github.com/Expensify/App/pull/1761,2021-03-13
1758,Add deployBlocker action,https://github.com/Expensify/App/pull/1758,2021-03-13
1757,Add automerge PR for staging too,https://github.com/Expensify/App/pull/1757,2021-03-13
1756,Follow up to comments on PR1559,https://github.com/Expensify/App/pull/1756,2021-03-17
1755,Leave deferred deploy comment as OSBotify,https://github.com/Expensify/App/pull/1755,2021-03-12
1754,Add some emojis in a dummy PR,https://github.com/Expensify/App/pull/1754,2021-03-12
1752,Filter out empty strings in createOrUpdateStagingDeployCash,https://github.com/Expensify/App/pull/1752,2021-03-12
1750,Use correct GH action to get PR,https://github.com/Expensify/App/pull/1750,2021-03-12
1745,Make preDeploy workflow handle StagingDeployCash logic,https://github.com/Expensify/App/pull/1745,2021-03-12
1740,Use create-pull-request action instead of repo-sync/pull-request,https://github.com/Expensify/App/pull/1740,2021-03-12
1739,[User Settings] Add new Payments View to set PayPal.me,https://github.com/Expensify/App/pull/1739,2021-03-15
1738,Create IOU participant selection step.,https://github.com/Expensify/App/pull/1738,2021-03-17
1737,Pinning icon alignment ,https://github.com/Expensify/App/pull/1737,2021-03-12
